892,0,0.801811
893,1,0.701170
894,0,0.799553
895,0,0.800913
896,1,0.686895
897,0,0.799853
898,1,0.741002
899,0,0.825242
900,1,0.741547
901,0,0.830324
902,0,0.799816
903,0,0.759724
904,1,0.847836
905,0,0.815551
906,1,0.815061
907,1,0.728009
908,0,0.795701
909,0,0.801391
910,1,0.703348
911,1,0.739699
912,0,0.728410
913,0,0.831351
914,1,0.798030
915,0,0.721774
916,1,0.970568
917,0,0.827692
918,1,0.817685
919,0,0.801476
920,0,0.750481
921,0,0.830514
922,0,0.814855
923,0,0.818542
924,1,0.685606
925,1,0.690329
926,0,0.730145
927,0,0.801247
928,1,0.743331
929,1,0.742322
930,0,0.800322
931,0,0.770582
932,0,0.827686
933,0,0.755639
934,0,0.802167
935,1,0.749054
936,1,0.800847
937,0,0.801219
938,0,0.752348
939,0,0.799899
940,1,0.861830
941,1,0.695346
942,0,0.724944
943,0,0.792887
944,1,0.697201
945,1,0.970510
946,0,0.790823
947,0,0.839555
948,0,0.801802
949,0,0.801376
950,0,0.824315
951,1,0.978805
952,0,0.800782
953,0,0.794523
954,0,0.800922
955,1,0.741613
956,1,0.741736
957,1,0.758980
958,1,0.741991
959,0,0.726280
960,0,0.753738
961,1,0.970365
962,1,0.741494
963,0,0.801009
964,1,0.741273
965,0,0.755194
966,1,0.964012
967,1,0.698647
968,0,0.799728
969,1,0.738274
970,0,0.794844
971,1,0.741494
972,0,0.838357
973,1,0.678895
974,0,0.759919
975,0,0.799816
976,0,0.795106
977,0,0.825165
978,1,0.741378
979,1,0.742108
980,1,0.743127
981,0,0.828620
982,1,0.708148
983,0,0.799885
984,1,0.779952
985,0,0.799728
986,0,0.758358
987,0,0.801293
988,1,0.840543
989,0,0.801446
990,1,0.741838
991,0,0.801601
992,1,0.805846
993,0,0.813618
994,0,0.799899
995,0,0.801361
996,1,0.684453
997,0,0.792960
998,0,0.801052
999,0,0.799899
1000,0,0.799349
1001,0,0.794177
1002,0,0.793693
1003,1,0.743147
1004,1,0.795951
1005,1,0.741550
1006,1,0.960762
1007,0,0.826086
1008,0,0.800649
1009,1,0.691868
1010,0,0.650240
1011,1,0.725826
1012,1,0.753005
1013,0,0.828592
1014,1,0.810124
1015,0,0.801773
1016,0,0.799899
1017,1,0.710135
1018,0,0.801123
1019,1,0.703554
1020,0,0.795539
1021,0,0.801092
1022,0,0.801545
1023,0,0.755262
1024,1,0.694560
1025,0,0.829256
1026,0,0.802253
1027,0,0.801203
1028,0,0.801702
1029,0,0.794612
1030,1,0.741767
1031,0,0.833824
1032,1,0.698384
1033,1,0.933789
1034,1,0.739471
1035,0,0.783135
1036,0,0.758386
1037,0,0.838229
1038,0,0.702190
1039,0,0.800978
1040,0,0.755639
1041,0,0.827750
1042,1,0.849064
1043,0,0.799816
1044,0,0.807657
1045,1,0.692527
1046,0,0.840315
1047,0,0.801376
1048,1,0.967710
1049,1,0.741634
1050,0,0.758386
1051,1,0.694491
1052,1,0.743115
1053,0,0.838405
1054,1,0.749824
1055,0,0.800328
1056,0,0.795481
1057,1,0.694022
1058,0,0.708778
1059,0,0.836825
1060,1,0.791101
1061,1,0.742459
1062,0,0.800014
1063,0,0.801730
1064,0,0.826626
1065,0,0.800197
1066,0,0.840753
1067,1,0.728064
1068,1,0.772827
1069,0,0.736649
1070,1,0.720247
1071,1,0.838804
1072,0,0.794844
1073,0,0.694376
1074,1,0.803299
1075,0,0.799899
1076,1,0.967442
1077,0,0.792796
1078,1,0.721037
1079,0,0.838078
1080,1,0.714434
1081,0,0.795424
1082,0,0.813995
1083,0,0.756725
1084,0,0.838982
1085,0,0.797200
1086,0,0.816896
1087,0,0.801712
1088,0,0.556742
1089,1,0.741920
1090,0,0.796616
1091,1,0.743374
1092,1,0.748374
1093,0,0.834158
1094,1,0.693677
1095,1,0.708066
1096,0,0.796731
1097,0,0.757234
1098,1,0.740743
1099,0,0.796674
1100,1,0.789155
1101,0,0.801236
1102,0,0.793194
1103,0,0.800299
1104,0,0.736080
1105,1,0.723627
1106,1,0.666893
1107,0,0.725714
1108,1,0.743215
1109,1,0.511887
1110,1,0.952464
1111,0,0.799728
1112,1,0.712623
1113,0,0.800921
1114,1,0.747066
1115,0,0.801066
1116,1,0.787477
1117,1,0.697559
1118,0,0.801179
1119,1,0.743127
1120,0,0.797997
1121,0,0.795192
1122,0,0.744626
1123,1,0.787775
1124,0,0.830282
1125,0,0.799826
1126,0,0.701317
1127,0,0.800976
1128,0,0.694231
1129,0,0.801334
1130,1,0.692710
1131,1,0.877357
1132,1,0.787850
1133,1,0.716252
1134,0,0.567949
1135,0,0.799821
1136,0,0.838389
1137,0,0.743138
1138,1,0.757546
1139,0,0.823351
1140,1,0.725826
1141,1,0.710170
1142,1,0.703961
1143,0,0.800936
1144,0,0.536849
1145,0,0.800365
1146,0,0.800748
1147,0,0.800014
1148,0,0.799899
1149,0,0.801318
1150,1,0.749789
1151,0,0.801078
1152,0,0.825520
1153,0,0.801033
1154,1,0.709744
1155,1,0.688419
1156,0,0.795073
1157,0,0.799816
1158,0,0.804292
1159,0,0.800014
1160,1,0.743331
1161,0,0.800345
1162,0,0.651048
1163,0,0.799899
1164,1,0.908930
1165,1,0.710938
1166,0,0.800199
1167,1,0.726463
1168,0,0.796904
1169,0,0.814318
1170,0,0.817804
1171,0,0.796559
1172,1,0.742186
1173,0,0.838815
1174,1,0.743127
1175,1,0.690152
1176,1,0.694460
1177,0,0.802224
1178,0,0.800185
1179,0,0.674933
1180,0,0.800197
1181,0,0.799728
1182,0,0.728913
1183,1,0.740536
1184,0,0.800197
1185,0,0.698523
1186,0,0.800946
1187,0,0.801293
1188,1,0.719156
1189,0,0.830514
1190,0,0.718408
1191,0,0.801486
1192,0,0.801701
1193,0,0.791295
1194,0,0.818492
1195,0,0.800743
1196,1,0.743127
1197,1,0.733265
1198,0,0.529259
1199,0,0.827821
1200,0,0.671786
1201,1,0.706609
1202,0,0.800402
1203,0,0.801447
1204,0,0.800000
1205,1,0.740607
1206,1,0.921873
1207,1,0.741960
1208,0,0.513490
1209,0,0.796386
1210,0,0.801373
1211,0,0.818436
1212,0,0.801361
1213,0,0.801615
1214,0,0.794612
1215,0,0.757799
1216,1,0.963902
1217,0,0.801603
1218,1,0.715562
1219,0,0.641354
1220,0,0.813726
1221,0,0.794322
1222,1,0.723329
1223,0,0.751950
1224,0,0.800199
1225,1,0.689770
1226,0,0.801349
1227,0,0.758684
1228,0,0.794960
1229,0,0.839532
1230,0,0.777906
1231,0,0.800197
1232,0,0.796328
1233,0,0.801812
1234,0,0.821422
1235,1,0.998190
1236,0,0.838429
1237,1,0.741971
1238,0,0.794612
1239,1,0.740181
1240,0,0.794058
1241,1,0.756957
1242,1,0.818666
1243,0,0.796731
1244,0,0.736149
1245,0,0.802071
1246,1,0.688117
1247,0,0.759984
1248,1,0.787808
1249,0,0.799826
1250,0,0.799899
1251,1,0.708778
1252,0,0.822896
1253,1,0.718951
1254,1,0.756957
1255,0,0.800913
1256,1,0.806846
1257,1,0.715438
1258,0,0.825163
1259,1,0.762875
1260,1,0.812286
1261,0,0.794035
1262,0,0.824802
1263,1,0.921612
1264,0,0.807021
1265,0,0.795655
1266,1,0.833039
1267,1,0.978739
1268,1,0.690908
1269,0,0.795631
1270,0,0.710386
1271,0,0.839933
1272,0,0.799899
1273,0,0.801302
1274,1,0.747701
1275,1,0.709989
1276,0,0.793209
1277,1,0.742222
1278,0,0.801248
1279,0,0.796406
1280,0,0.801092
1281,0,0.841941
1282,0,0.603452
1283,1,0.777048
1284,0,0.831879
1285,0,0.797996
1286,0,0.842577
1287,1,0.814718
1288,0,0.801546
1289,1,0.829342
1290,0,0.801135
1291,0,0.801668
1292,1,0.942140
1293,0,0.818228
1294,1,0.813530
1295,0,0.713984
1296,0,0.789461
1297,0,0.793508
1298,0,0.825677
1299,1,0.634047
1300,1,0.743107
1301,1,0.689485
1302,1,0.743127
1303,1,0.857611
1304,1,0.741238
1305,0,0.799728
1306,1,0.899109
1307,0,0.802365
1308,0,0.799728
1309,0,0.834591
